epoch	batch	loss	probs	lr
1	0	1.9470574855804443	0.32123667001724243	0.01
1	1	1.9327648878097534	0.32650160789489746	0.01
1	2	2.0725631713867188	0.2996757924556732	0.01
1	3	1.9752655029296875	0.3120594918727875	0.01
1	4	1.8781626224517822	0.3454461395740509	0.01
1	5	1.879490613937378	0.34357401728630066	0.01
1	6	1.6126192808151245	0.44734740257263184	0.01
1	7	1.577341079711914	0.4578006863594055	0.01
1	8	3.476778984069824	0.22470378875732422	0.01
1	9	2.341902017593384	0.2139548659324646	0.01
1	10	1.8833746910095215	0.34304922819137573	0.01
1	11	2.485703229904175	0.18959641456604004	0.01
1	12	1.836613416671753	0.37138116359710693	0.01
1	13	1.9411275386810303	0.3382902443408966	0.01
1	14	1.8459587097167969	0.3603379726409912	0.01
1	15	1.9063102006912231	0.33874303102493286	0.01
1	16	2.0034947395324707	0.30754631757736206	0.01
1	17	2.005791187286377	0.3051034212112427	0.01
1	18	1.834940791130066	0.36226844787597656	0.01
1	19	1.986126184463501	0.31244686245918274	0.01
1	20	1.8849159479141235	0.34677648544311523	0.01
1	21	1.7676277160644531	0.3820951581001282	0.01
1	22	1.8558062314987183	0.3545277416706085	0.01
1	23	1.6373311281204224	0.43140751123428345	0.01
1	24	1.8265256881713867	0.36332499980926514	0.01
1	25	1.6822614669799805	0.41022545099258423	0.01
1	26	1.7873073816299438	0.37650585174560547	0.01
1	27	1.9153902530670166	0.3355945944786072	0.01
1	28	1.9568475484848022	0.3178962767124176	0.01
1	29	1.3165240287780762	0.6150113344192505	0.01
1	30	1.35695481300354	0.5887531042098999	0.01
1	31	1.4774760007858276	0.48251909017562866	0.01
1	32	1.8494946956634521	0.3523905277252197	0.01
1	33	2.2637858390808105	0.2513078451156616	0.01
1	34	1.426661491394043	0.4968881607055664	0.01
1	35	1.1159379482269287	0.7183175086975098	0.01
1	36	2.9004194736480713	0.3507566750049591	0.01
1	37	1.916831135749817	0.34541261196136475	0.01
1	38	1.827875018119812	0.36799314618110657	0.01
1	39	2.6757760047912598	0.15531732141971588	0.01
1	40	1.783160924911499	0.38424986600875854	0.01
1	41	1.7547967433929443	0.38846123218536377	0.01
1	42	2.0818543434143066	0.28278687596321106	0.01
1	43	2.0576395988464355	0.2868593633174896	0.01
1	44	1.9813344478607178	0.31512007117271423	0.01
1	45	1.928136944770813	0.3346238136291504	0.01
1	46	1.983093500137329	0.31290125846862793	0.01
1	47	1.9186131954193115	0.3347776234149933	0.01
1	48	1.9215805530548096	0.3334692120552063	0.01
1	49	1.8815996646881104	0.3450923562049866	0.01
1	50	1.906115174293518	0.3370782732963562	0.01
1	51	1.9091989994049072	0.3359633684158325	0.01
1	52	1.9129457473754883	0.3343627452850342	0.01
1	53	1.9119068384170532	0.33366382122039795	0.01
1	54	1.9031293392181396	0.3362506628036499	0.01
1	55	1.9120498895645142	0.33365553617477417	0.01
1	56	1.9087302684783936	0.33431851863861084	0.01
1	57	1.9265570640563965	0.3282216191291809	0.01
1	58	1.906800389289856	0.33478856086730957	0.01
1	59	1.9161872863769531	0.3316171169281006	0.01
1	60	1.9027752876281738	0.3359834849834442	0.01
1	61	1.8826377391815186	0.34257668256759644	0.01
1	62	1.911513328552246	0.33298319578170776	0.01
1	63	1.9256985187530518	0.3281148672103882	0.01
1	64	1.912384033203125	0.3326057195663452	0.01
1	65	1.9025521278381348	0.3358597457408905	0.01
1	66	1.919867753982544	0.3300365209579468	0.01
1	67	1.9185378551483154	0.3304147720336914	0.01
1	68	1.909071922302246	0.3335917592048645	0.01
1	69	1.9109470844268799	0.33296725153923035	0.01
1	70	1.903682827949524	0.3353455662727356	0.01
1	71	1.91825270652771	0.33047914505004883	0.01
1	72	1.9154165983200073	0.33141371607780457	0.01
1	73	1.911759853363037	0.33264780044555664	0.01
1	74	1.9173390865325928	0.3307904601097107	0.01
1	75	1.9017945528030396	0.33598315715789795	0.01
1	76	1.913618564605713	0.33203113079071045	0.01
1	77	1.8874540328979492	0.34079816937446594	0.01
1	78	1.939793348312378	0.3234267234802246	0.01
1	79	1.9058533906936646	0.33466193079948425	0.01
1	80	1.9309289455413818	0.3263184726238251	0.01
1	81	1.8956290483474731	0.3380122780799866	0.01
1	82	1.9162920713424683	0.3311251401901245	0.01
1	83	1.9159061908721924	0.33127710223197937	0.01
1	84	1.9072716236114502	0.33412277698516846	0.01
1	85	1.895704984664917	0.3380080759525299	0.01
1	86	1.904353380203247	0.33511221408843994	0.01
1	87	1.9285740852355957	0.3270784020423889	0.01
1	88	1.9220058917999268	0.32923853397369385	0.01
1	89	1.9037129878997803	0.3353358507156372	0.01
1	90	1.9237669706344604	0.32864999771118164	0.01
1	91	1.885290503501892	0.34153085947036743	0.01
1	92	1.902823567390442	0.3356245160102844	0.01
1	93	1.9116754531860352	0.33265912532806396	0.01
1	94	1.9039589166641235	0.3352271020412445	0.01
1	95	1.9000108242034912	0.3365403711795807	0.01
1	96	1.9379878044128418	0.3242793679237366	0.01
1	97	1.9109888076782227	0.3328888416290283	0.01
1	98	1.9158705472946167	0.33133113384246826	0.01
1	99	1.8971161842346191	0.33752530813217163	0.01
1	100	1.9088565111160278	0.3336004614830017	0.01
1	101	1.9012513160705566	0.33614253997802734	0.01
1	102	1.9064736366271973	0.3344208002090454	0.01
1	103	1.9118825197219849	0.33259570598602295	0.01
1	104	1.9178200960159302	0.3306294083595276	0.01
1	105	1.9183118343353271	0.3304423391819	0.01
1	106	1.8918612003326416	0.3393021821975708	0.01
1	107	1.9149521589279175	0.33158284425735474	0.01
1	108	1.9122977256774902	0.33246076107025146	0.01
1	109	1.895357370376587	0.3381243050098419	0.01
1	110	1.911307692527771	0.33278411626815796	0.01
1	111	1.9118231534957886	0.33261072635650635	0.01
1	112	1.878053903579712	0.3440245985984802	0.01
1	113	1.9057252407073975	0.33464282751083374	0.01
1	114	1.9212291240692139	0.3295150399208069	0.01
1	115	1.9055306911468506	0.33470115065574646	0.01
1	116	1.9083105325698853	0.3337935209274292	0.01
1	117	1.9081770181655884	0.3338296711444855	0.01
1	118	1.907866358757019	0.33394426107406616	0.01
1	119	1.9057869911193848	0.3346422016620636	0.01
1	120	1.8789247274398804	0.34374648332595825	0.01
1	121	1.9034712314605713	0.3353923559188843	0.01
1	122	1.910828948020935	0.33294928073883057	0.01
1	123	1.9077165126800537	0.3339906632900238	0.01
1	124	1.9081040620803833	0.33385729789733887	0.01
1	125	1.9142793416976929	0.33180391788482666	0.01
